stamp,px,py,pz,ox,oy,oz,ow
1713471896.2448757,0.474835588647228,0.8873590345733032,0.1133620531891895,0.1521849280819574,-0.6859294754815162,0.1734482224288208,0.6901131910539197
1713471896.3813486,0.4795846172210522,0.8893694901014868,0.1136630514891929,0.1527992002162382,-0.6857802946644515,0.1728297754775201,0.6902808562980768
1713471896.5156024,0.4844616942980702,0.8913638733840143,0.1136729357441682,0.1531789248422722,-0.6854303129962468,0.172473912929102,0.6906332256479971
1713471896.652847,0.4890040139576008,0.8936728204368137,0.1141749734870079,0.1539212860487062,-0.6850088752432699,0.1711377016953349,0.6912184644506405
1713471896.7896557,0.4934820178622294,0.895483756419466,0.1141010985372356,0.1552136027584217,-0.6852390803793987,0.1696242356926141,0.6910743512135603
1713471896.9258854,0.4973028358560309,0.8975689005293542,0.1144016575458871,0.1581650470546997,-0.6866137726744034,0.1665586954890113,0.6897851448248261
1713471897.0594466,0.5009055149188084,0.8991709827502228,0.113782912169262,0.1623211512972673,-0.6902029468159053,0.1620881227495552,0.686293797518013
1713471897.1962614,0.5030258307394514,0.9004747993848565,0.1132769735220791,0.1681403716314611,-0.6921917746038353,0.1582096761304275,0.6837902170820616
1713471897.328518,0.5047602499426309,0.9016965680669694,0.1123016708243825,0.1730870263083958,-0.6920562382122633,0.1560231161505311,0.6831953100701775
1713471897.45935,0.5079368602613813,0.9032830197156384,0.1119803210992321,0.1765757482678989,-0.6916179034178979,0.1535243199098987,0.6833124936598671
1713471897.60087,0.5092534907754537,0.9078039747655,0.1117952046447368,0.1815917776984899,-0.686564599903332,0.1484892462689939,0.688189232823608
1713471897.7435975,0.5135887239074189,0.9105865806319228,0.1116693600641324,0.1798262342856332,-0.6821773701901848,0.1496655590029096,0.6927458274947594
1713471897.885488,0.518718040961436,0.9148860125336564,0.1113762088284544,0.1766428157569719,-0.6741907741484965,0.1525837684988409,0.7007012981900289
1713471898.041331,0.5226025751151302,0.9216436885084248,0.1094941722550968,0.1722104800295675,-0.6600127968034518,0.1571997177588232,0.7141532800178249
1713471898.1995606,0.5296404703692882,0.9278079104685796,0.1080337988869245,0.1589443149776236,-0.6427419111043431,0.1680733289454409,0.7303224606592819
1713471898.3517373,0.5315668395149796,0.927491112092811,0.1081294976406176,0.1643083555763075,-0.6472450960235446,0.1605140358413536,0.7268505996827703
1713471898.4948802,0.5318902066707989,0.9263600011751172,0.1077141939011488,0.1734763870817996,-0.654227181416332,0.1494487900332276,0.7208035775290602
1713471898.6367683,0.5326428290929507,0.9257596302551022,0.1067582893183797,0.1815232117757841,-0.6589760705386617,0.1402740316601502,0.7163260836280052
1713471898.7941551,0.5336627182449862,0.925424902862912,0.1057079685627146,0.1888894780158022,-0.6629447261600507,0.132388534223466,0.7122487845954216
1713471898.9413762,0.5363480534850112,0.9259847319148848,0.1072453937028007,0.1907734844186814,-0.6665389296717606,0.1290773941389788,0.7089924958679532
1713471899.0871348,0.540074414205975,0.9264942527743222,0.1089455287846276,0.1905592491544476,-0.6696818873702001,0.1261762625731308,0.7066066041674506
1713471899.2310202,0.5450060535173132,0.9266411769075544,0.1098087730571262,0.1889354082815391,-0.6747858214122944,0.1265337373432667,0.7021087665257916
1713471899.3690038,0.5486813219300497,0.927558245982016,0.1103007515739916,0.1858449436425415,-0.6808421107658358,0.1280603610948673,0.696789940402898
1713471899.5093446,0.552312068811684,0.9295473889401866,0.1106497269946489,0.182096711604209,-0.6871865714376806,0.1300166597362541,0.6911664574107211
1713471899.6502,0.555889168827959,0.9313172816900566,0.1108793193169816,0.1781454252669646,-0.6932147786158391,0.1321697616787969,0.6857467697793521
1713471899.788544,0.559570929577684,0.933645163168403,0.1108722365441045,0.1738703118540941,-0.6995519465383545,0.134296663448321,0.6799710250715156
1713471899.9241652,0.5641815065761692,0.9366817498650444,0.1111560580721935,0.1689925236359249,-0.7001732970472352,0.1372596314059991,0.6799696130294757
1713471900.0610368,0.5690706150634904,0.9398997840448916,0.1114189796244776,0.1642412105185965,-0.6985619890576736,0.1403578482651403,0.6821551485120909
1713471900.1947303,0.5735591757488673,0.9433367493593984,0.1113132433606281,0.1604388592019189,-0.695903035557203,0.143408344809928,0.6851367631350211
1713471900.3254972,0.5783019362178724,0.9457748399375898,0.1125960564347783,0.1581384481989071,-0.6951950546540984,0.1453500858624694,0.685980626348514
1713471900.4552126,0.5830156153195818,0.9485092611034636,0.1138689313970093,0.1562157088767441,-0.6962023776323663,0.1454964650717287,0.685368280802962
