stamp,px,py,pz,ox,oy,oz,ow,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,ax,ay,az,jx,jy,jz,forward_velocity,forward_velocity_1
1713498709.7456632,-1.1088597919200445,-0.3638274065176131,0.1330069033695373,0.0088556737404466,-0.6953350306391225,-0.0010928416794577,0.718630348583858,4.3655450582504274e-08,0.1330069033695373,-11832901.979840858,81693712.1233026,-25222595.119739957,-5.0348772982508776e+16,2.1976314081631763e+17,-7.101307219761642e+16,0.40910486573943533,-1.534971379426979,-0.3981247467317658,50555474.290994644,-1352103.8629450798,-18215010.15878856,7903578848069632.0,1.8101930062608464e+16,-5.327759063323434e+16,-2.547779887607288e+26,8.288871120238121e+25,-7.837570991334016e+25,0.10715249308640605,0.10715249308640605
1713498709.845044,-1.1036662171100924,-0.3639254788180922,0.1308099163798818,0.0093660388983833,-0.6911505160486141,-0.0029980694113967,0.7226439324182368,4.375483131408692e-08,0.1308099163798818,-20086865.472492136,116352339.09693837,-35352924.015912555,-5.7567001841586456e+16,2.0021823499162835e+17,-4.684651296018293e+16,0.3786092790471202,-1.522943951561095,-0.3696010014563623,51848261.85104084,94611.99526262283,-23216913.90502405,-5.530730485543699e+16,1.93243547427316e+16,-5.657368944547694e+16,-6.298890046358764e+26,-1.8947015970812323e+26,4.4000475961625094e+26,0.1127999810556822,0.1127999810556822
1713498709.9487493,-1.0983337618908244,-0.3637986348063159,0.1282820590506379,0.0097390615643208,-0.6865794590980975,-0.0050575678875303,0.7269719513375145,4.3858536720275876e-08,0.1282820590506379,-23298719.948265657,121042640.20962872,-34249629.73480125,-7.316268061656021e+16,-7.210261482185798e+16,1.468314975383386e+17,0.35445215987022877,-1.5099512008539695,-0.34782845092539255,38719584.106731415,2614533.691416502,-29759514.759590387,-1.1996371877648568e+17,-2.215998901219217e+16,4.026294674181742e+16,1.0010652650821895e+26,-3.556404348308668e+26,1.064666632722531e+27,0.1180529216001597,0.1180529216001597
1713498710.0546997,-1.0956060706370438,-0.3633710118337713,0.1245462267115933,0.0085379058487783,-0.6826786461637353,-0.0064531418955832,0.730640354206803,4.3964487075805666e-08,0.1245462267115933,-35617330.025037624,100703109.75387156,-3950744.2541793915,3.5528937101815194e+17,-1.4282874338808136e+18,5.4280275225773645e+17,0.3044172006033565,-1.4997172114500996,-0.3014670351550883,26727277.074765205,-4762210.614535332,-14306495.789292455,-3.10354804870208e+16,-5.503629035358399e+16,1.6723389404594077e+17,5.1780699963829775e+26,2.4101175542846805e+26,5.0153544710295634e+26,0.0929077052736755,0.0929077052736755
1713498710.1530228,-1.0928885333524254,-0.3646420456530069,0.1250514883705506,0.0075650520752617,-0.6881766825565019,-0.0024789688692361,0.7254994681500269,4.406281018257141e-08,0.1250514883705506,42343024.22226587,-152538044.93708402,72853770.6417969,3.080432577288392e+17,-1.7508371163450086e+18,3.3263885328406016e+17,0.2664820284037992,-1.5161292476332673,-0.25928651724097257,31171771.97372055,-8842446.170094728,4087494.7939733267,-9461230713841792.0,1.8965058667236136e+16,1.5296102087666784e+17,-4.450724099852404e+25,7.107880289456666e+26,-2.274525146119392e+26,0.060846775450944815,0.060846775450944815
1713498710.256937,-1.089261344006745,-0.3651123101926232,0.1253607807577081,0.0062488551452803,-0.6973370988448487,0.0003724448884027,0.7167159714062665,4.416672444343567e-08,0.1253607807577081,21104558.231049284,-243896581.81371102,58163339.423014656,3.114637653379389e+16,1.2571198031098483e+17,-9.327153843271539e+17,0.2991072320133077,-1.5421571602932578,-0.28974230536207835,24185210.899336815,-231424.07375645638,16235596.288922787,-4.30717595964588e+16,8.823036624686989e+16,1.2028814579242832e+17,2.5067231670008815e+26,3.174847082590148e+26,-4.793099801611405e+26,0.0734120237219826,0.0734120237219826
1713498710.3574634,-1.0878726388236668,-0.3647179798929753,0.1282823256082306,0.0118944594080751,-0.7020825719244386,-0.0020719947812783,0.711993181760178,4.4267250776290895e-08,0.1282823256082306,47140700.545171805,-133535367.56983866,-112556488.17226177,-1.6454361147006288e+16,7.13847892226625e+17,-5.4988316507843795e+17,0.960601857550661,-1.5465766502163254,-0.9467096645356406,22205105.5587883,9159670.686095238,28656725.03023076,3.795964676809238e+16,8.61985610059166e+16,5.606965164512069e+16,5.958667743442853e+26,-2.5639844228654204e+26,-6.189627665675544e+26,0.06517491168952358,0.06517491168952358
1713498710.45426,-1.0849411911497926,-0.3633432348263823,0.1310183845858646,0.0145653166159998,-0.7054930699298148,-0.0034787653828727,0.7085585918075458,4.436404752731323e-08,0.1310183845858646,19874264.665020153,-100226831.91475722,-58748331.25615676,-1.494264653552583e+17,4.096596350632553e+17,3.866256875404607e+17,1.410352505590748,-1.5449117744953231,-1.3946722806336427,31253430.24136734,16830402.997581482,27793522.732714057,7.604537501771344e+16,3.936610964008347e+16,-1992885924380240.0,8.981891197797471e+25,-5.263787165229962e+26,-3.0442762967110594e+26,0.08478048877395257,0.08478048877395257
1713498710.556017,-1.0816573014280384,-0.3613495052604204,0.1337960212225397,0.0165809740921974,-0.7073222076538153,-0.0041938454491265,0.7066843549408999,4.44658043384552e-08,0.1337960212225397,18817204.968206443,-51529046.74315268,-37512703.95389848,-5.606564762658427e+16,3.952189730803813e+17,2.7317801517760045e+17,1.6102499303140172,-1.5414013921755063,-1.592729768653621,37126825.598228455,16570205.085212708,28331485.234290957,5.270417286033008e+16,-1.8748786670449576e+16,-1369932072652272.0,-1.365441157916799e+26,-5.0387002580572224e+26,6.942927375456388e+23,0.09481382720306822,0.09481382720306822
1713498710.6603467,-1.0772645493389732,-0.3599440894867961,0.1368625168271308,0.0169526905992408,-0.7080299524333961,-0.003990189278158,0.7059676133705667,4.457013416290283e-08,0.1368625168271308,8081854.2601060895,-19211834.370395795,-2113940.4130191887,-4.863457793311649e+16,2.817155010846317e+17,2.5964605349693805e+17,1.678121345607982,-1.5410342653423836,-1.6597873137329664,42088918.391674995,12882152.107016563,27476509.503925443,4.838924502170618e+16,-6.412434647979827e+16,-1878085658994880.0,-1.0263088079129852e+25,-1.6044241795868373e+26,9.665285877222418e+24,0.11076977874080131,0.11076977874080131
1713498710.7650356,-1.0728599413031448,-0.3586573179914271,0.1395377475763192,0.016656406180536,-0.7077751530376397,-0.0030444328815773,0.7062348251850261,4.467482304573059e-08,0.1395377475763192,8690703.028116751,7334589.191978406,16700881.61778458,-1.060504430503054e+16,7.768250772835128e+16,3.894603681700497e+17,1.6584496989598998,-1.5428491950361825,-1.639197284818576,47241678.4112339,3146318.1379396915,27943474.23620987,5.05813640384729e+16,-5.20868043511599e+16,660749945181392.0,-1.50223772845706e+26,5.5877150524130436e+26,-1.3650533622980316e+26,0.10623222183872802,0.10623222183872802
1713498710.8673651,-1.067508767387235,-0.3592500765276188,0.1426361816116816,0.0140636731393646,-0.7079200018383108,-2.883604957694289e-05,0.7061525920532739,4.477715253829956e-08,0.1426361816116816,5963028.378659939,-2309485.327790489,77532952.31111842,-2.530266193145213e+16,8.541861589830787e+16,6.157340162140043e+16,1.7054845502356721,-1.5507100461560357,-1.685634966374266,52553837.417206764,1908351.962064743,27631025.021578193,1.8088743492515424e+16,4.9481084663353176e+16,-2.9387171644931536e+16,-3.4216698540119515e+26,6.326095286844396e+26,-2.4517242628963647e+26,0.12423641725683082,0.12423641725683082
1713498710.966705,-1.06226297103151,-0.358317833837498,0.1451256824175643,0.0130549748627468,-0.7071168019232107,0.0012448989263144,0.7069751383859881,4.4876492500305174e-08,0.1451256824175643,3579956.6734945304,23502384.84648971,32258049.75598738,-1.5696803154747786e+16,1.9239316825647283e+17,-3.177547126414881e+17,1.592902956198938,-1.554092961530193,-1.5726788307759827,51088904.44435501,12762335.523122549,22172130.850879073,-1.827810735322989e+16,7.76119269656161e+16,-4.906859067911059e+16,-5.5837454764989255e+25,-2.128337284172194e+25,-1.4950230891550912e+26,0.11761814503130527,0.11761814503130527
1713498711.0690527,-1.0572152584710577,-0.3566554449376508,0.1470903879870461,0.0126386397883693,-0.7058193673626441,0.0018889893453466,0.7082765823880881,4.497884011268616e-08,0.1470903879870461,2847813.704704654,36082009.829287216,14288468.10639213,8078395142364744.0,1.112293692367574e+17,-1.1638104868644686e+17,1.3563447926169745,-1.5552017537294611,-1.3357986365100731,48845806.007183075,17368452.579214573,17770424.035146356,8721505136824352.0,4.332934468742747e+16,-5.924304108477827e+16,3.144811252553026e+26,-2.8906181249514428e+26,-1.8373669723103003e+26,0.11331903092073313,0.11331903092073313
1713498711.1675386,-1.052449506008917,-0.3548381971622496,0.1487053854265331,0.0125185373678783,-0.704220343804777,0.0023886122350365,0.7098670918737122,4.507732605934143e-08,0.1487053854265331,5086947.945389517,45929492.32632424,8436287.269760093,1.1851636376542822e+17,4.701736947913277e+17,1.257055612298853e+17,1.0728062998685226,-1.5543948535591083,-1.0517233073374042,52608312.196873665,21477016.76189542,10397167.544072866,4.449623672368778e+16,1.9210798282460944e+16,-8.53300947164159e+16,1.410866982116823e+26,-2.814083101754184e+26,-9.252682202949137e+25,0.10700093969148203,0.10700093969148203
